ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M05_1135,debugV7wz9:debugC7XIY,1713190746722,12,6,test,1,2,70.0,100,"The rock went into the forest to escape the humans, where it tried to get to sleep. But it ended up being carried away by other people with a donkey and then turned into a spinning wheel operating in a mill, where it was put to hard work and didn't like the situation.",6,115991,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The rock went into the forest to escape the humans, where it tried to get to sleep. But it ended up being carried away by other people with a donkey and then turned into a spinning wheel operating in a mill, where it was put to hard work and didn't like the situation."", ""importance"": ""6"", ""time"": 115991, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1135,debugV7wz9:debugC7XIY,1713190950695,15,6,test,2,4,160.0,190,Just as the rock was getting to sleep again it was picked up by an archaeologist and found to contain a fossil. It was photographed in front of a crowd and placed in a museum where large numbers of people were watching it. Then someone who was looking closely at it knocked it from its display case.,5,98800,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""Just as the rock was getting to sleep again it was picked up by an archaeologist and found to contain a fossil. It was photographed in front of a crowd and placed in a museum where large numbers of people were watching it. Then someone who was looking closely at it knocked it from its display case."", ""importance"": ""5"", ""time"": 98800, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1135,debugV7wz9:debugC7XIY,1713191096062,18,6,test,3,6,250.0,280,"The rock was picked up by a crane and taken into a furnace, where it was turned into glass and used as a window on a space rocket.",3,40858,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""The rock was picked up by a crane and taken into a furnace, where it was turned into glass and used as a window on a space rocket."", ""importance"": ""3"", ""time"": 40858, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2127,debugvQWJf:debugl1dVE,1713190396327,12,5,test,1,2,60.0,90,"The rock is disturbed from sleep by the noise of the men chopping wood. It stands up and walks to a forested area. It attempts to become comfortable against another rock (with some leaves as a pillow), and settles down to sleep again, but is once again disturbed, this time by a rope being tied around its 'nose' and being hauled by a donkey, cart and man. \nThe rock is then shown being whittled and sanded down by men outside a workshop.",5,108055,test_seg2_desc,/static/video/F/filmfest_clip8_F_1.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""90"", ""content"": ""The rock is disturbed from sleep by the noise of the men chopping wood. It stands up and walks to a forested area. It attempts to become comfortable against another rock (with some leaves as a pillow), and settles down to sleep again, but is once again disturbed, this time by a rope being tied around its 'nose' and being hauled by a donkey, cart and man. \nThe rock is then shown being whittled and sanded down by men outside a workshop."", ""importance"": ""5"", ""time"": 108055, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_2127,debugvQWJf:debugl1dVE,1713190584083,15,5,test,2,4,150.0,180,"Once again sad, tired and alone, what is left of the rock tries to rest and sleep, this time using a glove as a mattress and pillow. This doesn't last long, however, as a man appears, picks the rock up and excitedly dusts the rock off with a brush. Turning the rock over, we see that the man has found a fossilised insect in the rock. \nThe rock is then displayed in a museum, alongside other similar artefacts. ",6,82223,test_seg4_desc,/static/video/F/filmfest_clip8_F_3.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""180"", ""content"": ""Once again sad, tired and alone, what is left of the rock tries to rest and sleep, this time using a glove as a mattress and pillow. This doesn't last long, however, as a man appears, picks the rock up and excitedly dusts the rock off with a brush. Turning the rock over, we see that the man has found a fossilised insect in the rock. \nThe rock is then displayed in a museum, alongside other similar artefacts. "", ""importance"": ""6"", ""time"": 82223, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_2127,debugvQWJf:debugl1dVE,1713190783996,18,5,test,3,6,240.0,270,"Now on the beach, the even smaller piece of rock once again tries to settle and sleep, this time using another stone for a pillow. A crane, however, collects it along with huge piles of sand, which is transported to a factory. The rock finds itself on a conveyor belt being carried along to a furnace, and then a thin, flat piece of material (possibly the rock) clatters to the floor.",5,92957,test_seg6_desc,/static/video/F/filmfest_clip8_F_5.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""270"", ""content"": ""Now on the beach, the even smaller piece of rock once again tries to settle and sleep, this time using another stone for a pillow. A crane, however, collects it along with huge piles of sand, which is transported to a factory. The rock finds itself on a conveyor belt being carried along to a furnace, and then a thin, flat piece of material (possibly the rock) clatters to the floor."", ""importance"": ""5"", ""time"": 92957, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2127,debugvQWJf:debugl1dVE,1713190898866,21,5,test,4,8,330.0,331,"In the last segment, nothing happened - did the video not load properly? The last bit I saw was the rock on the planet in space falling asleep...",2,38199,test_seg8_desc,/static/video/F/filmfest_clip8_F_7.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""In the last segment, nothing happened - did the video not load properly? The last bit I saw was the rock on the planet in space falling asleep..."", ""importance"": ""2"", ""time"": 38199, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_729,debugK0tEl:debuga6xe8,1713190324217,12,7,test,1,2,80.0,110,"the rock is taken away and turned into a wheel for a mill, but some soldiers come in and take him away.",6,32598,test_seg2_desc,/static/video/H/filmfest_clip8_H_1.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""110"", ""content"": ""the rock is taken away and turned into a wheel for a mill, but some soldiers come in and take him away."", ""importance"": ""6"", ""time"": 32598, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_729,debugK0tEl:debuga6xe8,1713190509392,15,7,test,2,4,170.0,200,"the rock is taken by the paleonthologist to a museum and put on display with other fossils. A horrible boys pulls a face and scares it so it jumps out and ends up in the rubbish of the janitor, who tips it out onto the street and into a drain.",5,81253,test_seg4_desc,/static/video/H/filmfest_clip8_H_3.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""200"", ""content"": ""the rock is taken by the paleonthologist to a museum and put on display with other fossils. A horrible boys pulls a face and scares it so it jumps out and ends up in the rubbish of the janitor, who tips it out onto the street and into a drain."", ""importance"": ""5"", ""time"": 81253, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_729,debugK0tEl:debuga6xe8,1713190660543,18,7,test,3,6,260.0,290,the rock is flattened into a round bit of metal and taken by men in protective gear and put onto a spaceship which goes into space.,6,48270,test_seg6_desc,/static/video/H/filmfest_clip8_H_5.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""290"", ""content"": ""the rock is flattened into a round bit of metal and taken by men in protective gear and put onto a spaceship which goes into space."", ""importance"": ""6"", ""time"": 48270, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1122,debugUudf8:debugQnTUz,1713370144455,12,6,test,1,2,70.0,100,The rock walks towards another rock and then falls asleep. Then men take the rock and make him into a part of a machine in which it is forced to spin.,7,41034,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The rock walks towards another rock and then falls asleep. Then men take the rock and make him into a part of a machine in which it is forced to spin."", ""importance"": ""7"", ""time"": 41034, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1122,debugUudf8:debugQnTUz,1713370281620,15,6,test,2,4,160.0,190,A man picks up the rock and realises it is a fossil. He then sells it to a museum in which a child knocks the rock off the viewing platform.,5,34594,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""A man picks up the rock and realises it is a fossil. He then sells it to a museum in which a child knocks the rock off the viewing platform."", ""importance"": ""5"", ""time"": 34594, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1122,debugUudf8:debugQnTUz,1713370415368,18,6,test,3,6,250.0,280,The rock is now sand which is harvested by glass makers; They make the small rock into glass which now looks to be the shape for a rocket ship.,7,30451,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""The rock is now sand which is harvested by glass makers; They make the small rock into glass which now looks to be the shape for a rocket ship."", ""importance"": ""7"", ""time"": 30451, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2096,debugueOVc:debugUlbsh,1714402037146,12,5,test,1,2,60.0,90,"It was about a rock going through many things over what seemed like centries. It should weather and seasonal changes it went through, natrual hazards, and civilizations.",7,134976,test_seg2_desc,/static/video/F/filmfest_clip8_F_1.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""90"", ""content"": ""It was about a rock going through many things over what seemed like centries. It should weather and seasonal changes it went through, natrual hazards, and civilizations."", ""importance"": ""7"", ""time"": 134976, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_2096,debugueOVc:debugUlbsh,1714402287280,15,5,test,2,4,150.0,180,"After being used as a cannon ball during a war, the rock settled in the ocean for a time. It was then washed onto shore and moved to a tree where it was then discovered by an archeologist to reveal that a fossil beneath it. The archeologist then used to rock as a display for the fossil.",7,140944,test_seg4_desc,/static/video/F/filmfest_clip8_F_3.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""180"", ""content"": ""After being used as a cannon ball during a war, the rock settled in the ocean for a time. It was then washed onto shore and moved to a tree where it was then discovered by an archeologist to reveal that a fossil beneath it. The archeologist then used to rock as a display for the fossil."", ""importance"": ""7"", ""time"": 140944, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_2096,debugueOVc:debugUlbsh,1714402581499,18,5,test,3,6,240.0,270,The rock was kicked around by a pedestrian and through a window of a restaurant and hit a customer in the head. It went from that into a janitors work kit and somehow ended up on a construction site where it was sent into a melting pot and turned into a flat shape.,7,187726,test_seg6_desc,/static/video/F/filmfest_clip8_F_5.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""270"", ""content"": ""The rock was kicked around by a pedestrian and through a window of a restaurant and hit a customer in the head. It went from that into a janitors work kit and somehow ended up on a construction site where it was sent into a melting pot and turned into a flat shape."", ""importance"": ""7"", ""time"": 187726, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2096,debugueOVc:debugUlbsh,1714402830729,21,5,test,4,8,330.0,331,After the rock was turned into the flat shaped glass it was used as a window as part of a space craft. The space craft was melted in the atmosphere and the glass-turned rock was also. It then ended up becoming a mountain sized rock as it initially was but on an entirely different planet.,7,163702,test_seg8_desc,/static/video/F/filmfest_clip8_F_7.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""After the rock was turned into the flat shaped glass it was used as a window as part of a space craft. The space craft was melted in the atmosphere and the glass-turned rock was also. It then ended up becoming a mountain sized rock as it initially was but on an entirely different planet."", ""importance"": ""7"", ""time"": 163702, ""tag"": ""test_seg8_desc""}",2023-2024 Run
